,Ticker,Attribute,Recent
2425,KR,PEG Ratio (5 yr expected) 1,1.30
2426,KR,Price/Sales (ttm),0.22
2427,KR,Price/Book (mrq),3.17
2428,KR,Enterprise Value/Revenue 3,0.36
2429,KR,Enterprise Value/EBITDA 7,8.62
2430,KSU,Market Cap (intraday) 5,25.31B
2431,KSU,Enterprise Value 3,28.99B
2432,KSU,Trailing P/E,41.92
2433,KSU,Forward P/E 1,26.87
2434,KSU,PEG Ratio (5 yr expected) 1,2.06
2435,KSU,Price/Sales (ttm),9.01
2436,KSU,Price/Book (mrq),6.69
2437,KSU,Enterprise Value/Revenue 3,10.32
2438,KSU,Enterprise Value/EBITDA 7,19.51
2439,L,Market Cap (intraday) 5,14.55B
2440,L,Enterprise Value 3,19.41B
2441,L,Trailing P/E,
2442,L,Forward P/E 1,
2443,L,PEG Ratio (5 yr expected) 1,
2444,L,Price/Sales (ttm),0.99
2445,L,Price/Book (mrq),0.84
2446,L,Enterprise Value/Revenue 3,1.32
2447,L,Enterprise Value/EBITDA 7,5.81
2448,LDOS,Market Cap (intraday) 5,13.48B
2449,LDOS,Enterprise Value 3,19.36B
2450,LDOS,Trailing P/E,18.60
2451,LDOS,Forward P/E 1,13.34
2452,LDOS,PEG Ratio (5 yr expected) 1,1.58
2453,LDOS,Price/Sales (ttm),1.02
2454,LDOS,Price/Book (mrq),3.30
2455,LDOS,Enterprise Value/Revenue 3,1.46
2456,LDOS,Enterprise Value/EBITDA 7,13.28
2457,LEG,Market Cap (intraday) 5,5.97B
2458,LEG,Enterprise Value 3,8.2B
2459,LEG,Trailing P/E,14.74
2460,LEG,Forward P/E 1,14.16
2461,LEG,PEG Ratio (5 yr expected) 1,3.27
2462,LEG,Price/Sales (ttm),1.24
2463,LEG,Price/Book (mrq),4.04
2464,LEG,Enterprise Value/Revenue 3,1.87
2465,LEG,Enterprise Value/EBITDA 7,13.03
2466,LEN,Market Cap (intraday) 5,27.9B
2467,LEN,Enterprise Value 3,32.86B
2468,LEN,Trailing P/E,6.99
2469,LEN,Forward P/E 1,6.39
2470,LEN,PEG Ratio (5 yr expected) 1,0.71
2471,LEN,Price/Sales (ttm),1.09
2472,LEN,Price/Book (mrq),1.38
2473,LEN,Enterprise Value/Revenue 3,1.29
2474,LEN,Enterprise Value/EBITDA 7,6.05
2475,LH,Market Cap (intraday) 5,26.53B
2476,LH,Enterprise Value 3,30.61B
2477,LH,Trailing P/E,10.10
2478,LH,Forward P/E 1,16.54
2479,LH,PEG Ratio (5 yr expected) 1,-1.33
2480,LH,Price/Sales (ttm),1.73
2481,LH,Price/Book (mrq),2.65
2482,LH,Enterprise Value/Revenue 3,2.00
2483,LH,Enterprise Value/EBITDA 7,6.90
2484,LHX,Market Cap (intraday) 5,45.61B
2485,LHX,Enterprise Value 3,52.38B
2486,LHX,Trailing P/E,30.27
2487,LHX,Forward P/E 1,15.50
2488,LHX,PEG Ratio (5 yr expected) 1,1.69
2489,LHX,Price/Sales (ttm),2.48
2490,LHX,Price/Book (mrq),2.15
2491,LHX,Enterprise Value/Revenue 3,2.85
2492,LHX,Enterprise Value/EBITDA 7,14.34
2493,LIN,Market Cap (intraday) 5,150.11B
2494,LIN,Enterprise Value 3,176.23B
2495,LIN,Trailing P/E,46.61
2496,LIN,Forward P/E 1,25.41
2497,LIN,PEG Ratio (5 yr expected) 1,2.04
2498,LIN,Price/Sales (ttm),5.18
2499,LIN,Price/Book (mrq),3.27
2500,LIN,Enterprise Value/Revenue 3,6.09
2501,LIN,Enterprise Value/EBITDA 7,18.32
2502,LKQ,Market Cap (intraday) 5,14.61B
2503,LKQ,Enterprise Value 3,18.21B
2504,LKQ,Trailing P/E,15.98
2505,LKQ,Forward P/E 1,13.02
2506,LKQ,PEG Ratio (5 yr expected) 1,0.42
2507,LKQ,Price/Sales (ttm),1.16
2508,LKQ,Price/Book (mrq),2.57
2509,LKQ,Enterprise Value/Revenue 3,1.54
2510,LKQ,Enterprise Value/EBITDA 7,12.38
2511,LLY,Market Cap (intraday) 5,216.97B
2512,LLY,Enterprise Value 3,210.78B
2513,LLY,Trailing P/E,33.87
2514,LLY,Forward P/E 1,26.68
2515,LLY,PEG Ratio (5 yr expected) 1,2.23
2516,LLY,Price/Sales (ttm),8.51
2517,LLY,Price/Book (mrq),29.81
2518,LLY,Enterprise Value/Revenue 3,8.27
2519,LLY,Enterprise Value/EBITDA 7,24.82
2520,LMT,Market Cap (intraday) 5,95.79B
2521,LMT,Enterprise Value 3,106.44B
2522,LMT,Trailing P/E,13.56
2523,LMT,Forward P/E 1,12.36
2524,LMT,PEG Ratio (5 yr expected) 1,3.56
2525,LMT,Price/Sales (ttm),1.43
2526,LMT,Price/Book (mrq),15.24
2527,LMT,Enterprise Value/Revenue 3,1.59
2528,LMT,Enterprise Value/EBITDA 7,10.41
2529,LNC,Market Cap (intraday) 5,13.18B
2530,LNC,Enterprise Value 3,14.3B
2531,LNC,Trailing P/E,9.58
2532,LNC,Forward P/E 1,6.07
2533,LNC,PEG Ratio (5 yr expected) 1,0.15
2534,LNC,Price/Sales (ttm),0.70
2535,LNC,Price/Book (mrq),0.61
2536,LNC,Enterprise Value/Revenue 3,0.76
2537,LNC,Enterprise Value/EBITDA 7,7.15
2538,LNT,Market Cap (intraday) 5,13.99B
2539,LNT,Enterprise Value 3,22.3B
2540,LNT,Trailing P/E,22.81
2541,LNT,Forward P/E 1,20.41
2542,LNT,PEG Ratio (5 yr expected) 1,4.15
2543,LNT,Price/Sales (ttm),4.11
2544,LNT,Price/Book (mrq),2.43
2545,LNT,Enterprise Value/Revenue 3,6.56
2546,LNT,Enterprise Value/EBITDA 7,16.41
2547,LOW,Market Cap (intraday) 5,143.45B
2548,LOW,Enterprise Value 3,165.86B
2549,LOW,Trailing P/E,22.14
2550,LOW,Forward P/E 1,16.63
2551,LOW,PEG Ratio (5 yr expected) 1,1.03
2552,LOW,Price/Sales (ttm),1.52
2553,LOW,Price/Book (mrq),326.27
2554,LOW,Enterprise Value/Revenue 3,1.75
2555,LOW,Enterprise Value/EBITDA 7,11.72
2556,LRCX,Market Cap (intraday) 5,78.49B
2557,LRCX,Enterprise Value 3,87.43B
2558,LRCX,Trailing P/E,23.27
2559,LRCX,Forward P/E 1,15.42
2560,LRCX,PEG Ratio (5 yr expected) 1,1.12
2561,LRCX,Price/Sales (ttm),5.91
2562,LRCX,Price/Book (mrq),14.61
2563,LRCX,Enterprise Value/Revenue 3,6.59
2564,LRCX,Enterprise Value/EBITDA 7,20.71
2565,LUMN,Market Cap (intraday) 5,13.76B
2566,LUMN,Enterprise Value 3,45.22B
2567,LUMN,Trailing P/E,
2568,LUMN,Forward P/E 1,9.72
2569,LUMN,PEG Ratio (5 yr expected) 1,-0.73
2570,LUMN,Price/Sales (ttm),0.68
2571,LUMN,Price/Book (mrq),
2572,LUMN,Enterprise Value/Revenue 3,2.23
2573,LUMN,Enterprise Value/EBITDA 7,5.31
2574,LUV,Market Cap (intraday) 5,31.76B
2575,LUV,Enterprise Value 3,27.51B
2576,LUV,Trailing P/E,
2577,LUV,Forward P/E 1,17.27
2578,LUV,PEG Ratio (5 yr expected) 1,1.36
2579,LUV,Price/Sales (ttm),3.22
2580,LUV,Price/Book (mrq),3.49
2581,LUV,Enterprise Value/Revenue 3,2.79
2582,LUV,Enterprise Value/EBITDA 7,-9.07
2583,LVS,Market Cap (intraday) 5,28.24B
2584,LVS,Enterprise Value 3,58.21B
2585,LVS,Trailing P/E,
2586,LVS,Forward P/E 1,19.05
2587,LVS,PEG Ratio (5 yr expected) 1,16.38
2588,LVS,Price/Sales (ttm),8.33
2589,LVS,Price/Book (mrq),10.56
2590,LVS,Enterprise Value/Revenue 3,17.17
2591,LVS,Enterprise Value/EBITDA 7,-106.22
2592,LW,Market Cap (intraday) 5,8.99B
2593,LW,Enterprise Value 3,11.03B
2594,LW,Trailing P/E,35.96
2595,LW,Forward P/E 1,18.09
2596,LW,PEG Ratio (5 yr expected) 1,1.39
2597,LW,Price/Sales (ttm),2.45
2598,LW,Price/Book (mrq),19.92
2599,LW,Enterprise Value/Revenue 3,3.00
2600,LW,Enterprise Value/EBITDA 7,16.58
2601,LYB,Market Cap (intraday) 5,31.73B
2602,LYB,Enterprise Value 3,46.75B
2603,LYB,Trailing P/E,13.55
2604,LYB,Forward P/E 1,6.19
2605,LYB,PEG Ratio (5 yr expected) 1,0.10
2606,LYB,Price/Sales (ttm),0.90
2607,LYB,Price/Book (mrq),3.02
2608,LYB,Enterprise Value/Revenue 3,1.32
2609,LYB,Enterprise Value/EBITDA 7,7.29
2610,LYV,Market Cap (intraday) 5,22.33B
2611,LYV,Enterprise Value 3,21.77B
2612,LYV,Trailing P/E,
2613,LYV,Forward P/E 1,131.03
2614,LYV,PEG Ratio (5 yr expected) 1,-0.35
2615,LYV,Price/Sales (ttm),17.34
2616,LYV,Price/Book (mrq),
2617,LYV,Enterprise Value/Revenue 3,16.90
2618,LYV,Enterprise Value/EBITDA 7,-24.33
2619,MA,Market Cap (intraday) 5,341.73B
2620,MA,Enterprise Value 3,345.94B
2621,MA,Trailing P/E,47.97
2622,MA,Forward P/E 1,32.48
2623,MA,PEG Ratio (5 yr expected) 1,1.54
2624,MA,Price/Sales (ttm),20.54
2625,MA,Price/Book (mrq),52.96
2626,MA,Enterprise Value/Revenue 3,20.79
2627,MA,Enterprise Value/EBITDA 7,36.56
2628,MAA,Market Cap (intraday) 5,21.32B
2629,MAA,Enterprise Value 3,26.55B
2630,MAA,Trailing P/E,81.47
2631,MAA,Forward P/E 1,67.23
2632,MAA,PEG Ratio (5 yr expected) 1,7.77
2633,MAA,Price/Sales (ttm),12.48
2634,MAA,Price/Book (mrq),3.62
2635,MAA,Enterprise Value/Revenue 3,15.54
2636,MAA,Enterprise Value/EBITDA 7,28.04
2637,MAR,Market Cap (intraday) 5,49.9B
2638,MAR,Enterprise Value 3,60.94B
2639,MAR,Trailing P/E,144.16
2640,MAR,Forward P/E 1,29.70
2641,MAR,PEG Ratio (5 yr expected) 1,0.20
2642,MAR,Price/Sales (ttm),21.51
2643,MAR,Price/Book (mrq),62.67
2644,MAR,Enterprise Value/Revenue 3,26.27
2645,MAR,Enterprise Value/EBITDA 7,43.59
2646,MAS,Market Cap (intraday) 5,14.15B
2647,MAS,Enterprise Value 3,16.42B
2648,MAS,Trailing P/E,18.64
2649,MAS,Forward P/E 1,13.73
2650,MAS,PEG Ratio (5 yr expected) 1,1.36
2651,MAS,Price/Sales (ttm),1.87
2652,MAS,Price/Book (mrq),
2653,MAS,Enterprise Value/Revenue 3,2.06
2654,MAS,Enterprise Value/EBITDA 7,13.32
2655,MCD,Market Cap (intraday) 5,181.78B
2656,MCD,Enterprise Value 3,229.34B
2657,MCD,Trailing P/E,35.35
2658,MCD,Forward P/E 1,24.61
2659,MCD,PEG Ratio (5 yr expected) 1,1.29
2660,MCD,Price/Sales (ttm),8.36
2661,MCD,Price/Book (mrq),
2662,MCD,Enterprise Value/Revenue 3,10.55
2663,MCD,Enterprise Value/EBITDA 7,21.06
2664,MCHP,Market Cap (intraday) 5,40.15B
2665,MCHP,Enterprise Value 3,48.47B
2666,MCHP,Trailing P/E,113.80
2667,MCHP,Forward P/E 1,15.84
2668,MCHP,PEG Ratio (5 yr expected) 1,1.13
2669,MCHP,Price/Sales (ttm),7.05
2670,MCHP,Price/Book (mrq),7.29
2671,MCHP,Enterprise Value/Revenue 3,8.51
2672,MCHP,Enterprise Value/EBITDA 7,21.13
2673,MCK,Market Cap (intraday) 5,31.08B
2674,MCK,Enterprise Value 3,38.37B
2675,MCK,Trailing P/E,
2676,MCK,Forward P/E 1,9.16
2677,MCK,PEG Ratio (5 yr expected) 1,1.08
2678,MCK,Price/Sales (ttm),0.13
2679,MCK,Price/Book (mrq),
2680,MCK,Enterprise Value/Revenue 3,0.16
2681,MCK,Enterprise Value/EBITDA 7,9.13
2682,MCO,Market Cap (intraday) 5,66.25B
2683,MCO,Enterprise Value 3,71.05B
2684,MCO,Trailing P/E,33.03
2685,MCO,Forward P/E 1,28.54
2686,MCO,PEG Ratio (5 yr expected) 1,2.95
2687,MCO,Price/Sales (ttm),11.42
2688,MCO,Price/Book (mrq),32.64
2689,MCO,Enterprise Value/Revenue 3,12.25
2690,MCO,Enterprise Value/EBITDA 7,23.26
2691,MDLZ,Market Cap (intraday) 5,83.25B
2692,MDLZ,Enterprise Value 3,100.41B
2693,MDLZ,Trailing P/E,22.45
2694,MDLZ,Forward P/E 1,18.94
2695,MDLZ,PEG Ratio (5 yr expected) 1,2.30
2696,MDLZ,Price/Sales (ttm),2.99
2697,MDLZ,Price/Book (mrq),3.07
2698,MDLZ,Enterprise Value/Revenue 3,3.61
2699,MDLZ,Enterprise Value/EBITDA 7,16.30
2700,MDT,Market Cap (intraday) 5,168.67B
2701,MDT,Enterprise Value 3,190.1B
2702,MDT,Trailing P/E,46.67
2703,MDT,Forward P/E 1,19.96
2704,MDT,PEG Ratio (5 yr expected) 1,1.74
2705,MDT,Price/Sales (ttm),5.34
2706,MDT,Price/Book (mrq),3.25
2707,MDT,Enterprise Value/Revenue 3,6.02
2708,MDT,Enterprise Value/EBITDA 7,20.76
2709,MET,Market Cap (intraday) 5,55.53B
2710,MET,Enterprise Value 3,127.53B
2711,MET,Trailing P/E,11.14
2712,MET,Forward P/E 1,8.66
2713,MET,PEG Ratio (5 yr expected) 1,1.02
2714,MET,Price/Sales (ttm),0.80
2715,MET,Price/Book (mrq),0.79
2716,MET,Enterprise Value/Revenue 3,1.83
2717,MET,Enterprise Value/EBITDA 7,17.73
2718,MGM,Market Cap (intraday) 5,21.87B
2719,MGM,Enterprise Value 3,42.33B
2720,MGM,Trailing P/E,
2721,MGM,Forward P/E 1,84.13
2722,MGM,PEG Ratio (5 yr expected) 1,0.14
2723,MGM,Price/Sales (ttm),3.49
2724,MGM,Price/Book (mrq),3.51
2725,MGM,Enterprise Value/Revenue 3,6.75
2726,MGM,Enterprise Value/EBITDA 7,152.45
2727,MHK,Market Cap (intraday) 5,12.32B
2728,MHK,Enterprise Value 3,14.29B
2729,MHK,Trailing P/E,3.54
2730,MHK,Forward P/E 1,10.98
2731,MHK,PEG Ratio (5 yr expected) 1,3.31
2732,MHK,Price/Sales (ttm),1.14
2733,MHK,Price/Book (mrq),1.45
2734,MHK,Enterprise Value/Revenue 3,1.32
2735,MHK,Enterprise Value/EBITDA 7,7.35
2736,MKC,Market Cap (intraday) 5,21.17B
2737,MKC,Enterprise Value 3,28.13B
2738,MKC,Trailing P/E,27.92
2739,MKC,Forward P/E 1,24.77
2740,MKC,PEG Ratio (5 yr expected) 1,4.47
2741,MKC,Price/Sales (ttm),3.51
2742,MKC,Price/Book (mrq),5.10
2743,MKC,Enterprise Value/Revenue 3,4.67
2744,MKC,Enterprise Value/EBITDA 7,22.42
2745,MKTX,Market Cap (intraday) 5,15.78B
2746,MKTX,Enterprise Value 3,18.11B
2747,MKTX,Trailing P/E,51.92
2748,MKTX,Forward P/E 1,48.87
2749,MKTX,PEG Ratio (5 yr expected) 1,9.95
2750,MKTX,Price/Sales (ttm),22.31
2751,MKTX,Price/Book (mrq),15.97
2752,MKTX,Enterprise Value/Revenue 3,25.61
2753,MKTX,Enterprise Value/EBITDA 7,44.09
2754,MLM,Market Cap (intraday) 5,22.08B
2755,MLM,Enterprise Value 3,25.32B
2756,MLM,Trailing P/E,28.80
2757,MLM,Forward P/E 1,25.43
2758,MLM,PEG Ratio (5 yr expected) 1,2.00
2759,MLM,Price/Sales (ttm),4.83
2760,MLM,Price/Book (mrq),3.74
2761,MLM,Enterprise Value/Revenue 3,5.54
2762,MLM,Enterprise Value/EBITDA 7,18.17
2763,MMC,Market Cap (intraday) 5,77.52B
2764,MMC,Enterprise Value 3,82.02B
2765,MMC,Trailing P/E,31.51
2766,MMC,Forward P/E 1,23.40
2767,MMC,PEG Ratio (5 yr expected) 1,2.11
2768,MMC,Price/Sales (ttm),4.19
2769,MMC,Price/Book (mrq),8.25
2770,MMC,Enterprise Value/Revenue 3,4.64
2771,MMC,Enterprise Value/EBITDA 7,17.31
2772,MMM,Market Cap (intraday) 5,101.97B
2773,MMM,Enterprise Value 3,116.61B
2774,MMM,Trailing P/E,18.00
2775,MMM,Forward P/E 1,16.60
2776,MMM,PEG Ratio (5 yr expected) 1,2.20
2777,MMM,Price/Sales (ttm),2.94
2778,MMM,Price/Book (mrq),7.05
2779,MMM,Enterprise Value/Revenue 3,3.36
2780,MMM,Enterprise Value/EBITDA 7,11.58
2781,MNST,Market Cap (intraday) 5,47.03B
2782,MNST,Enterprise Value 3,44.71B
2783,MNST,Trailing P/E,32.81
2784,MNST,Forward P/E 1,29.46
2785,MNST,PEG Ratio (5 yr expected) 1,2.48
2786,MNST,Price/Sales (ttm),9.14
2787,MNST,Price/Book (mrq),8.61
2788,MNST,Enterprise Value/Revenue 3,8.69
2789,MNST,Enterprise Value/EBITDA 7,24.07
2790,MO,Market Cap (intraday) 5,85.09B
2791,MO,Enterprise Value 3,111.55B
2792,MO,Trailing P/E,19.63
2793,MO,Forward P/E 1,9.44
2794,MO,PEG Ratio (5 yr expected) 1,2.37
2795,MO,Price/Sales (ttm),4.01
2796,MO,Price/Book (mrq),25.93
2797,MO,Enterprise Value/Revenue 3,5.26
2798,MO,Enterprise Value/EBITDA 7,9.12
2799,MOS,Market Cap (intraday) 5,14.34B
2800,MOS,Enterprise Value 3,15.34B
2801,MOS,Trailing P/E,14.03
2802,MOS,Forward P/E 1,9.61
2803,MOS,PEG Ratio (5 yr expected) 1,1.02
2804,MOS,Price/Sales (ttm),1.44
2805,MOS,Price/Book (mrq),1.49
2806,MOS,Enterprise Value/Revenue 3,1.54
2807,MOS,Enterprise Value/EBITDA 7,6.66
2808,MPC,Market Cap (intraday) 5,39.23B
2809,MPC,Enterprise Value 3,60.55B
2810,MPC,Trailing P/E,5.21
2811,MPC,Forward P/E 1,19.03
2812,MPC,PEG Ratio (5 yr expected) 1,-3.41
2813,MPC,Price/Sales (ttm),0.45
2814,MPC,Price/Book (mrq),1.36
2815,MPC,Enterprise Value/Revenue 3,0.69
2816,MPC,Enterprise Value/EBITDA 7,14.04
2817,MPWR,Market Cap (intraday) 5,21.18B
2818,MPWR,Enterprise Value 3,21.59B
2819,MPWR,Trailing P/E,125.82
2820,MPWR,Forward P/E 1,56.87
2821,MPWR,PEG Ratio (5 yr expected) 1,2.83
2822,MPWR,Price/Sales (ttm),20.36
2823,MPWR,Price/Book (mrq),20.72
2824,MPWR,Enterprise Value/Revenue 3,20.75
2825,MPWR,Enterprise Value/EBITDA 7,91.37
2826,MRK,Market Cap (intraday) 5,203.43B
2827,MRK,Enterprise Value 3,215.37B
2828,MRK,Trailing P/E,29.01
2829,MRK,Forward P/E 1,12.46
2830,MRK,PEG Ratio (5 yr expected) 1,1.09
2831,MRK,Price/Sales (ttm),4.04
2832,MRK,Price/Book (mrq),7.55
2833,MRK,Enterprise Value/Revenue 3,4.28
2834,MRK,Enterprise Value/EBITDA 7,10.81
2835,MRNA,Market Cap (intraday) 5,126.47B
2836,MRNA,Enterprise Value 3,126.67B
2837,MRNA,Trailing P/E,211.10
2838,MRNA,Forward P/E 1,11.62
2839,MRNA,PEG Ratio (5 yr expected) 1,0.81
2840,MRNA,Price/Sales (ttm),18.02
2841,MRNA,Price/Book (mrq),18.93
2842,MRNA,Enterprise Value/Revenue 3,18.05
2843,MRNA,Enterprise Value/EBITDA 7,32.33
2844,MRO,Market Cap (intraday) 5,11.88B
2845,MRO,Enterprise Value 3,15.73B
2846,MRO,Trailing P/E,
2847,MRO,Forward P/E 1,12.99
2848,MRO,PEG Ratio (5 yr expected) 1,-4.83
2849,MRO,Price/Sales (ttm),2.95
2850,MRO,Price/Book (mrq),1.12
2851,MRO,Enterprise Value/Revenue 3,3.90
2852,MRO,Enterprise Value/EBITDA 7,7.89
2853,MS,Market Cap (intraday) 5,178.08B
2854,MS,Enterprise Value 3,-35.31B
2855,MS,Trailing P/E,12.94
2856,MS,Forward P/E 1,
2857,MS,PEG Ratio (5 yr expected) 1,
2858,MS,Price/Sales (ttm),3.22
2859,MS,Price/Book (mrq),1.81
2860,MS,Enterprise Value/Revenue 3,-0.64
2861,MS,Enterprise Value/EBITDA 7,
2862,MSCI,Market Cap (intraday) 5,48.88B
2863,MSCI,Enterprise Value 3,51.8B
2864,MSCI,Trailing P/E,70.90
2865,MSCI,Forward P/E 1,53.61
2866,MSCI,PEG Ratio (5 yr expected) 1,3.73
2867,MSCI,Price/Sales (ttm),26.48
2868,MSCI,Price/Book (mrq),
2869,MSCI,Enterprise Value/Revenue 3,28.07
2870,MSCI,Enterprise Value/EBITDA 7,49.31
2871,MSFT,Market Cap (intraday) 5,2.18T
2872,MSFT,Enterprise Value 3,2.12T
2873,MSFT,Trailing P/E,39.37
2874,MSFT,Forward P/E 1,28.57
2875,MSFT,PEG Ratio (5 yr expected) 1,2.25
2876,MSFT,Price/Sales (ttm),12.94
2877,MSFT,Price/Book (mrq),15.30
2878,MSFT,Enterprise Value/Revenue 3,12.62
2879,MSFT,Enterprise Value/EBITDA 7,26.26
2880,MSI,Market Cap (intraday) 5,39.03B
2881,MSI,Enterprise Value 3,44.16B
2882,MSI,Trailing P/E,34.63
2883,MSI,Forward P/E 1,23.36
2884,MSI,PEG Ratio (5 yr expected) 1,2.00
2885,MSI,Price/Sales (ttm),4.95
2886,MSI,Price/Book (mrq),
2887,MSI,Enterprise Value/Revenue 3,5.60
2888,MSI,Enterprise Value/EBITDA 7,20.13
2889,MTB,Market Cap (intraday) 5,19.3B
2890,MTB,Enterprise Value 3,-11.37B
2891,MTB,Trailing P/E,13.23
2892,MTB,Forward P/E 1,12.67
2893,MTB,PEG Ratio (5 yr expected) 1,0.83
2894,MTB,Price/Sales (ttm),3.35
2895,MTB,Price/Book (mrq),1.27
2896,MTB,Enterprise Value/Revenue 3,-1.97
2897,MTB,Enterprise Value/EBITDA 7,
2898,MTCH,Market Cap (intraday) 5,43.55B
2899,MTCH,Enterprise Value 3,46.49B
2900,MTCH,Trailing P/E,79.72
2901,MTCH,Forward P/E 1,55.89
2902,MTCH,PEG Ratio (5 yr expected) 1,2.36
2903,MTCH,Price/Sales (ttm),16.33
2904,MTCH,Price/Book (mrq),
2905,MTCH,Enterprise Value/Revenue 3,17.43
2906,MTCH,Enterprise Value/EBITDA 7,53.85
2907,MTD,Market Cap (intraday) 5,31.64B
2908,MTD,Enterprise Value 3,33.55B
2909,MTD,Trailing P/E,45.83
2910,MTD,Forward P/E 1,38.09
2911,MTD,PEG Ratio (5 yr expected) 1,2.67
2912,MTD,Price/Sales (ttm),9.11
2913,MTD,Price/Book (mrq),157.18
2914,MTD,Enterprise Value/Revenue 3,10.35
2915,MTD,Enterprise Value/EBITDA 7,36.30
2916,MU,Market Cap (intraday) 5,77.74B
2917,MU,Enterprise Value 3,77.82B
2918,MU,Trailing P/E,24.65
2919,MU,Forward P/E 1,6.20
2920,MU,PEG Ratio (5 yr expected) 1,0.38
2921,MU,Price/Sales (ttm),3.31
2922,MU,Price/Book (mrq),1.77
2923,MU,Enterprise Value/Revenue 3,2.81
2924,MU,Enterprise Value/EBITDA 7,5.99
2925,NCLH,Market Cap (intraday) 5,10.14B
2926,NCLH,Enterprise Value 3,18.12B
2927,NCLH,Trailing P/E,
2928,NCLH,Forward P/E 1,55.93
2929,NCLH,PEG Ratio (5 yr expected) 1,0.15
2930,NCLH,Price/Sales (ttm),280.63
2931,NCLH,Price/Book (mrq),2.32
2932,NCLH,Enterprise Value/Revenue 3,501.58
2933,NCLH,Enterprise Value/EBITDA 7,-12.05
2934,NDAQ,Market Cap (intraday) 5,31.74B
2935,NDAQ,Enterprise Value 3,37.29B
2936,NDAQ,Trailing P/E,31.45
2937,NDAQ,Forward P/E 1,25.69
2938,NDAQ,PEG Ratio (5 yr expected) 1,1.88
2939,NDAQ,Price/Sales (ttm),5.34
2940,NDAQ,Price/Book (mrq),4.91
2941,NDAQ,Enterprise Value/Revenue 3,6.28
2942,NDAQ,Enterprise Value/EBITDA 7,20.90
2943,NEE,Market Cap (intraday) 5,155.79B
2944,NEE,Enterprise Value 3,204.92B
2945,NEE,Trailing P/E,37.64
2946,NEE,Forward P/E 1,28.99
2947,NEE,PEG Ratio (5 yr expected) 1,4.37
2948,NEE,Price/Sales (ttm),9.11
2949,NEE,Price/Book (mrq),4.17
2950,NEE,Enterprise Value/Revenue 3,11.98
2951,NEE,Enterprise Value/EBITDA 7,24.63
2952,NEM,Market Cap (intraday) 5,42.9B
2953,NEM,Enterprise Value 3,48.43B
2954,NEM,Trailing P/E,16.80
2955,NEM,Forward P/E 1,15.00
2956,NEM,PEG Ratio (5 yr expected) 1,-10.54
2957,NEM,Price/Sales (ttm),3.44
2958,NEM,Price/Book (mrq),1.85
2959,NEM,Enterprise Value/Revenue 3,3.88
2960,NEM,Enterprise Value/EBITDA 7,7.55
2961,NFLX,Market Cap (intraday) 5,280.41B
2962,NFLX,Enterprise Value 3,243.54B
2963,NFLX,Trailing P/E,76.54
2964,NFLX,Forward P/E 1,49.29
2965,NFLX,PEG Ratio (5 yr expected) 1,1.31
2966,NFLX,Price/Sales (ttm),10.63
2967,NFLX,Price/Book (mrq),21.76
2968,NFLX,Enterprise Value/Revenue 3,9.23
2969,NFLX,Enterprise Value/EBITDA 7,42.65
2970,NI,Market Cap (intraday) 5,9.46B
2971,NI,Enterprise Value 3,20.75B
2972,NI,Trailing P/E,44.80
2973,NI,Forward P/E 1,17.09
2974,NI,PEG Ratio (5 yr expected) 1,5.34
2975,NI,Price/Sales (ttm),2.04
2976,NI,Price/Book (mrq),1.97
2977,NI,Enterprise Value/Revenue 3,4.47
2978,NI,Enterprise Value/EBITDA 7,12.34
2979,NKE,Market Cap (intraday) 5,233.49B
2980,NKE,Enterprise Value 3,210.62B
2981,NKE,Trailing P/E,69.09
2982,NKE,Forward P/E 1,29.15
2983,NKE,PEG Ratio (5 yr expected) 1,2.23
2984,NKE,Price/Sales (ttm),6.06
2985,NKE,Price/Book (mrq),19.57
2986,NKE,Enterprise Value/Revenue 3,5.47
2987,NKE,Enterprise Value/EBITDA 7,40.59
2988,NLOK,Market Cap (intraday) 5,14.52B
2989,NLOK,Enterprise Value 3,17.25B
2990,NLOK,Trailing P/E,
2991,NLOK,Forward P/E 1,12.58
2992,NLOK,PEG Ratio (5 yr expected) 1,1.10
2993,NLOK,Price/Sales (ttm),5.54
2994,NLOK,Price/Book (mrq),
2995,NLOK,Enterprise Value/Revenue 3,6.58
2996,NLOK,Enterprise Value/EBITDA 7,13.97
2997,NLSN,Market Cap (intraday) 5,6.82B
2998,NLSN,Enterprise Value 3,12.85B
2999,NLSN,Trailing P/E,11.71
3000,NLSN,Forward P/E 1,10.80
3001,NLSN,PEG Ratio (5 yr expected) 1,2.48
3002,NLSN,Price/Sales (ttm),1.07
3003,NLSN,Price/Book (mrq),2.29
3004,NLSN,Enterprise Value/Revenue 3,2.02
3005,NLSN,Enterprise Value/EBITDA 7,10.50
3006,NOC,Market Cap (intraday) 5,59.71B
3007,NOC,Enterprise Value 3,67.18B
3008,NOC,Trailing P/E,13.66
3009,NOC,Forward P/E 1,14.27
3010,NOC,PEG Ratio (5 yr expected) 1,2.20
3011,NOC,Price/Sales (ttm),1.59
3012,NOC,Price/Book (mrq),5.67
3013,NOC,Enterprise Value/Revenue 3,1.79
3014,NOC,Enterprise Value/EBITDA 7,12.06
3015,NOW,Market Cap (intraday) 5,123.68B
3016,NOW,Enterprise Value 3,124.61B
3017,NOW,Trailing P/E,824.17
3018,NOW,Forward P/E 1,86.63
3019,NOW,PEG Ratio (5 yr expected) 1,4.60
